Nama File =coba3.dat
Time Sampling =0,0005
1	0.365
2	0.470
3	0.490
4	0.475
5	0.425
6	0.325
7	0.220
8	0.205
9	0.220
10	0.280
11	0.395
12	0.490
13	0.500
14	0.505
15	0.440
16	0.325
17	0.235
18	0.210
19	0.245
20	0.325
21	0.425
22	0.490
23	0.500
24	0.485
25	0.420
26	0.310
27	0.235
28	0.220
29	0.240
30	0.310
31	0.430
32	0.485
33	0.515
34	0.495
35	0.435
36	0.305
37	0.235
38	0.220
39	0.255
40	0.300
41	0.445
42	0.495
43	0.515
44	0.490
45	0.420
46	0.295
47	0.240
48	0.220
49	0.245
50	0.315
51	0.445
52	0.505
53	0.520
54	0.490
55	0.420
56	0.290
57	0.230
58	0.215
59	0.250
60	0.320
61	0.455
62	0.505
63	0.515
64	0.485
65	0.415
66	0.270
67	0.225
68	0.230
69	0.260
70	0.335
71	0.465
72	0.495
73	0.525
74	0.485
75	0.420
76	0.285
77	0.235
78	0.225
79	0.255
80	0.325
81	0.470
82	0.520
83	0.530
84	0.490
85	0.415
86	0.275
87	0.240
88	0.235
89	0.280
90	0.355
91	0.485
92	0.515
93	0.535
94	0.475
95	0.395
96	0.275
97	0.235
98	0.230
99	0.280
100	0.375
101	0.505
102	0.530
103	0.540
104	0.490
105	0.405
106	0.295
107	0.260
108	0.265
109	0.335
110	0.425
111	0.555
112	0.580
113	0.570
114	0.505
115	0.415
116	0.275
117	0.250
118	0.240
119	0.305
120	0.395
121	0.500
122	0.515
123	0.500
124	0.450
125	0.350
126	0.245
127	0.220
128	0.225
129	0.285
130	0.385
131	0.490
132	0.515
133	0.515
134	0.455
135	0.355
136	0.245
137	0.225
138	0.215
139	0.285
140	0.395
141	0.490
142	0.515
143	0.500
144	0.440
145	0.335
146	0.240
147	0.215
148	0.230
149	0.295
150	0.405
151	0.490
152	0.505
153	0.500
154	0.425
155	0.305
156	0.220
157	0.195
158	0.225
159	0.310
160	0.430
161	0.565
162	0.640
163	0.705
164	0.750
165	0.730
166	0.745
167	0.815
168	0.940
169	1.085
170	1.210
171	1.170
172	1.065
173	0.930
174	0.770
175	0.525
176	0.320
177	0.160
178	0.045
179	0.025
180	0.150
181	0.215
182	0.225
183	0.200
184	0.155
185	0.060
186	0.020
187	0.035
188	0.085
189	0.190
190	0.350
191	0.420
192	0.465
193	0.445
194	0.395
195	0.280
196	0.235
197	0.230
198	0.260
199	0.335
200	0.465
201	0.520
202	0.535
203	0.495
204	0.425
205	0.300
206	0.265
207	0.245
208	0.295
209	0.355
210	0.495
211	0.545
212	0.555
213	0.510
214	0.445
215	0.320
216	0.270
217	0.270
218	0.310
219	0.390
220	0.525
221	0.550
222	0.570
223	0.520
224	0.445
225	0.310
226	0.275
227	0.270
228	0.320
229	0.405
230	0.535
231	0.570
232	0.575
233	0.535
234	0.460
235	0.325
236	0.290
237	0.290
238	0.355
239	0.430
240	0.555
241	0.600
242	0.615
243	0.555
244	0.480
245	0.350
246	0.325
247	0.325
248	0.380
249	0.480
250	0.610
251	0.640
252	0.650
253	0.605
254	0.515
255	0.400
256	0.385
257	0.385
258	0.460
259	0.565
260	0.690
261	0.720
262	0.715
263	0.665
264	0.580
265	0.485
266	0.460
267	0.480
268	0.530
269	0.640
270	0.755
271	0.775
272	0.770
273	0.710
274	0.605
275	0.515
276	0.500
277	0.505
278	0.570
279	0.665
280	0.755
281	0.775
282	0.755
283	0.685
284	0.560
285	0.455
286	0.415
287	0.415
288	0.470
289	0.560
290	0.625
291	0.625
292	0.595
293	0.510
294	0.385
295	0.285
296	0.250
297	0.255
298	0.315
299	0.425
300	0.485
301	0.500
302	0.465
303	0.400
304	0.275
305	0.200
306	0.180
307	0.190
308	0.255
309	0.375
310	0.440
311	0.455
312	0.440
313	0.360
314	0.230
315	0.155
316	0.150
317	0.175
318	0.245
319	0.380
320	0.420
321	0.440
322	0.420
323	0.340
324	0.200
325	0.150
326	0.140
327	0.170
328	0.240
329	0.370
330	0.425
331	0.435
332	0.395
333	0.325
334	0.200
335	0.140
336	0.135
337	0.165
338	0.240
339	0.365
340	0.425
341	0.425
342	0.385
343	0.325
344	0.185
345	0.135
346	0.130
347	0.170
348	0.240
349	0.380
