0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.018
0	0.023
0	0.023
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0	0.023
0.005	0.023
0.005	0.023
0	0.023
0	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0	0.023
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0	0.023
0.005	0.023
0	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.018
0.005	0.018
0	0.023
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.018
0	0.018
0	0.018
0.005	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.018
0.005	0.023
0.005	0.018
0.005	0.023
0.005	0.018
0	0.018
0.005	0.018
0	0.023
0.005	0.023
0.005	0.023
0	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.023
0.005	0.023
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0	0.018
0	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
0.005	0.018
